numero_convocatoria,version_convocatoria,fecha_fijacion,denominacion_empleo,codigo_grado,nivel_jerarquico,asignacion_basica,vigencia_salario,num_cargos_total,num_ciudades,dependencia_inicial,proceso,ubicaciones_resumen,estudio,experiencia,equivalencias,proposito,funciones,conocimientos_especificos,conocimientos_comunes,competencias_comportamentales,lista_admitidos_reclamaciones,pruebas,notas_generales,termino_inscripciones,medio_divulgacion,pagina_inicio,pagina_fin
1,2,24 de marzo de 2026,Asesor,1AS - 19,Asesor,$10.403.514,,153.0,71,Procuradurías Delegadas o Regionales o Distritales o Provinciales con Funciones Disciplinarias de Juzgamiento,Disciplinario,Procuraduría Delegada Disciplinaria Juzgamiento 1 > Bogotá (3); Procuraduría Delegada Disciplinaria Juzgamiento 2 > Bogotá (2); Procuraduría Delegada Disciplinaria Juzgamiento 3 > Bogotá (3); Procuraduría Delegada Disciplinaria Juzgamiento 4 > Bogotá (2); Procuradurías Distritales de Juzgamiento > Bogotá (3); Procuradurías Provinciales de Juzgamiento > Amaga (1); Procuradurías Provinciales de Juzgamiento > Armenia (1); Procuradurías Provinciales de Juzgamiento > Barrancabermeja (1); Procuradurías Provinciales de Juzgamiento > Barranquilla (5); Procuradurías Provinciales de Juzgamiento > Bucaramanga (1); Procuradurías Provinciales de Juzgamiento > Buenaventura (2); Procuradurías Provinciales de Juzgamiento > Buga (1); Procuradurías Provinciales de Juzgamiento > Cali (4); Procuradurías Provinciales de Juzgamiento > Cartagena (6); Procuradurías Provinciales de Juzgamiento > Cartago (1); Procuradurías Provinciales de Juzgamiento > Chaparral (1); Procuradurías Provinciales de Juzgamiento > Chiquinquirá (1); Procuradurías Provinciales de Juzgamiento > Cúcuta (1); Procuradurías Provinciales de Juzgamiento > El Banco (2); Procuradurías Provinciales de Juzgamiento > Facatativá (3); Procuradurías Provinciales de Juzgamiento > Fusagasugá (1); Procuradurías Provinciales de Juzgamiento > Garzón (2); Procuradurías Provinciales de Juzgamiento > Girardot (1); Procuradurías Provinciales de Juzgamiento > Guataque (1); Procuradurías Provinciales de Juzgamiento > Honda (2); Procuradurías Provinciales de Juzgamiento > Ibagué (2); Procuradurías Provinciales de Juzgamiento > Ipiales (2); Procuradurías Provinciales de Juzgamiento > Istmina (4); Procuradurías Provinciales de Juzgamiento > Magangué (2); Procuradurías Provinciales de Juzgamiento > Montería (3); Procuradurías Provinciales de Juzgamiento > Neiva (1); Procuradurías Provinciales de Juzgamiento > Ocaña (4); Procuradurías Provinciales de Juzgamiento > Pasto (1); Procuradurías Provinciales de Juzgamiento > Pereira (2); Procuradurías Provinciales de Juzgamiento > Popayán (2); Procuradurías Provinciales de Juzgamiento > Puerto Asís (4); Procuradurías Provinciales de Juzgamiento > Puerto Berrio (2); Procuradurías Provinciales de Juzgamiento > Rio Negro (2); Procuradurías Provinciales de Juzgamiento > San Juan del Cesar (1); Procuradurías Provinciales de Juzgamiento > Sabanalarga (3); Procuradurías Provinciales de Juzgamiento > San Gil (3); Procuradurías Provinciales de Juzgamiento > Santa Rosa de Viterbo (1); Procuradurías Provinciales de Juzgamiento > Santander de Quilichao (2); Procuradurías Provinciales de Juzgamiento > Sincelejo (2); Procuradurías Provinciales de Juzgamiento > Soacha (1); Procuradurías Provinciales de Juzgamiento > Sogamoso (2); Procuradurías Provinciales de Juzgamiento > Tumaco (2); Procuradurías Provinciales de Juzgamiento > Tunja (4); Procuradurías Provinciales de Juzgamiento > Valle de Aburra (3); Procuradurías Provinciales de Juzgamiento > Valledupar (6); Procuradurías Provinciales de Juzgamiento > Vélez (1); Procuradurías Provinciales de Juzgamiento > Villavicencio (1); Procuradurías Provinciales de Juzgamiento > Yarumal (2); Procuradurías Provinciales de Juzgamiento > Zipaquirá (1); Procuradurías Regionales de Juzgamiento > Antioquia (6); Procuradurías Regionales de Juzgamiento > Atlántico (3); Procuradurías Regionales de Juzgamiento > Bolívar (2); Procuradurías Regionales de Juzgamiento > Caldas (1); Procuradurías Regionales de Juzgamiento > Caquetá (2); Procuradurías Regionales de Juzgamiento > Choco (1); Procuradurías Regionales de Juzgamiento > Córdoba (2); Procuradurías Regionales de Juzgamiento > Magdalena (2); Procuradurías Regionales de Juzgamiento > Meta (2); Procuradurías Regionales de Juzgamiento > Norte de Santander (4); Procuradurías Regionales de Juzgamiento > Quindío (2); Procuradurías Regionales de Juzgamiento > Risaralda (3); Procuradurías Regionales de Juzgamiento > San Andrés (1); Procuradurías Regionales de Juzgamiento > Santander (2); Procuradurías Regionales de Juzgamiento > Sucre (1); Procuradurías Regionales de Juzgamiento > Valle (1); Procuradurías Regionales de Juzgamiento > Vaupés (1),Título de formación universitaria en disciplina académica en derecho.,"Un (1) año de experiencia
 Título de posgrado en áreas relacionadas con las funciones del cargo. profesional o docente
 Tarjeta profesional en los casos reglamentados por la ley.",,,"Asesorar en los asuntos de su competencia para garantizar que las actuaciones disciplinarias de juzgamiento se realicen conforme a las directrices establecidas y
 Propósito metodologías idóneas, de acuerdo con las normas vigentes para el logro de los objetivos y metas institucionales.

 1. Asesorar en la formulación, ejecución y coordinación de políticas, planes, programas y proyectos que contribuyan a cumplir la misión encomendada a la
 dependencia, en concordancia con la planeación estratégica de la entidad.

 2. Asesorar en la elaboración de proyectos de ley, decretos, resoluciones y demás, relacionados con el Ministerio Público, conforme a los procedimientos
 establecidos.
 3. Asesorar en el diseño, implementación y seguimiento de planes, programas y proyectos relacionados con las actividades disciplinarias a cargo de la dependencia.

 Funciones 4. Gestionar y evaluar la actuación disciplinaria y elaborar para revisión y consideración del jefe inmediato los proyectos de decisión, así mismo, practicar y recaudar
 las pruebas dentro de los procesos disciplinarios asignados, de conformidad con la normatividad vigente y los procedimientos establecidos.
 5. Proyectar las decisiones que resuelvan los conflictos de competencia, los recursos de reposición, apelación y queja, impedimentos, recusaciones, entre otros,

 para revisión y consideración del jefe inmediato, teniendo en cuenta las normas vigentes y los procedimientos establecidos.
 6. Tramitar las acciones requeridas frente a los mecanismos de segunda instancia, doble conformidad y el grado de consulta de la suspensión provisional, así como
 sus prórrogas, para revisión y consideración del jefe inmediato, teniendo en cuenta las normas vigentes y los procedimientos establecidos.

 7. Absolver las solicitudes que correspondan, inclusive las de poder preferente y las de vigilancia superior para la revisión y consideración del jefe, conforme a la
 competencia de la dependencia, normatividad vigente y los procedimientos establecidos.
 8. Asesorar y proyectar los informes, decisiones y estudios que le sean encomendados de acuerdo con los procedimientos y normas vigentes.

 9. Proyectar la respuesta a los derechos de petición y solicitud de información o de trámite, en los casos en que sea necesario, de conformidad con las directrices
 impartidas y las normas vigentes.
 10. Asesorar y participar en temas administrativos, de coordinación, secretarias Ad hoc; preventivos y de control de gestión o de intervención, de acuerdo con las
 necesidades detectadas, así como los proyectos de apoyo, seguimiento, revisión y asesoría a otras dependencias disciplinarias, para el cumplimiento de los fines

 institucionales.
 11. Atender las acciones, requerimientos, peticiones, quejas y reclamos, asignados de acuerdo con la competencia de la dependencia, siguiendo las directrices y
 normas vigentes.

 12. Registrar las actuaciones en los sistemas de información de la entidad, según los procedimientos establecidos.
 13. Orientar la implementación, seguimiento y consolidación de los sistemas de gestión de la Entidad, de acuerdo con los procedimientos internos.
 14. Desempeñar las demás funciones establecidas por la ley, los estatutos o reglamentaciones internas o las que le sean asignadas, delegadas o encargadas por

 instancia competente para ello, que estén acordes con el nivel, tipo, grado y propósito del cargo.","• Derecho Constitucional, Disciplinario, Administrativo, Probatorio, Penal y Procesal.
 • Derechos Humanos y Derecho Internacional Humanitario.

 • Estatuto Anticorrupción.
 • Interpretación y argumentación jurídica.
 • Economía y hacienda pública.

 • Vigilancia administrativa.
 • Contratación estatal.
 • Ordenamiento territorial.","• Herramientas ofimáticas.
 • Atención al usuario.

 • Elaboración de documentos de oficina.
 • Estructura y funciones de la .
 • Sistemas de gestión.

 • Gestión documental.
 • Gestión pública y funcionamiento del Estado.","Transversales Por Perfil del Cargo
 • INVESTIGACIÓN NIVEL B

 • RESPONSABILIDAD CON LA ORGANIZACIÓN NIVEL B • PENSAMIENTO CONCEPTUAL NIVEL A
 • ORGANIZACIÓN DEL TRABAJO NIVEL B • ORIENTACIÓN A RESULTADOS NIVEL A
 • CUMPLIMIENTO DE PARÁMETROS DE TRABAJO NIVEL B

 • CREATIVIDAD E INNOVACIÓN NIVEL C
 Nota: Se debe consultar el Diccionario de Competencias Comportamentales, disponible en la página web de la entidad.","Con base en la documentación aportada, el Dentro de los dos (2) días hábiles siguientes a la publicación de

 jefe de la Oficina de Selección y Carrera la lista, los aspirantes no admitidos podrán presentar
 firmará la lista de admitidos y no admitidos al reclamaciones motivadas ante el jefe de la Oficina de
 concurso, indicando en este último caso las B. Reclamaciones Selección y Carrera, de acuerdo con lo establecido en el

 causales por las cuales no se reúnen los contra la lista de artículo 202 del Decreto Ley 262 de 2000.
 A. Lista de Admitidos y No Admitidos: requisitos exigidos. admitidos y no
 admitidos Contra la decisión del jefe de la Oficina procede recurso de

 Las listas se publicarán en el sitio web apelación que deberá presentarse debidamente sustentado, a
 www. .gov.co, en el vínculo más tardar el día hábil siguiente a la fecha en que termine la
 www.méritoconstruyendoexcelencia.com.co, publicación, para ser resuelto por la Comisión de Carrera. Las

 y mediante un aviso fijado en los sitios de reclamaciones y apelaciones deben ser formuladas a través
 acceso en todas las sedes de la del aplicativo web dispuesto para tal fin.

 .
 SI LA RECLAMACIÓN ES PRESENTADA EN FORMA
 La fecha de publicación de la Lista de EXTEMPORÁNEA SERÁ RECHAZADA.

 Admitidos y No Admitidos se informará
 oportunamente mediante aviso en el sitio web
 www. .gov.co y en el vínculo

 www.méritoconstruyendoexcelencia.com.co","Las pruebas tendrán como finalidad evaluar las competencias laborales definidas por la , así como, las aptitudes, habilidades, conocimientos y
 experiencia para determinar que las condiciones de los aspirantes correspondan con la naturaleza y el perfil de los empleos a proveer, de acuerdo con lo previsto en el Manual
 Específicos de Funciones y Requisitos por Competencias Laborales.

 Las pruebas que serán aplicadas en el presente proceso de selección, así como su carácter, puntaje mínimo aprobatorio y peso porcentual se encuentran definidas en el artículo 18 y
 siguientes de la Resolución que convoca el presente concurso de 2026.

 Tipo de Prueba Carácter Calificación Aprobatoria Porcentaje
 El puntaje mínimo aprobatorio para esta
 Conocimientos Eliminatoria prueba es de sesenta y cinco (65) puntos 70%

 sobre cien (100) puntos.

 20%
 Competencias Comportamentales Clasificatoria No aplica

 10%
 Análisis de Antecedentes Clasificatoria No aplica
 100%
 Total Solo los concursantes que obtengan un
 puntaje final total igual o superior a 70%

 integrarán la lista de elegibles1","Este concurso abierto de méritos se rige por las disposiciones contenidas en la Resolución que da apertura al proceso, en este formato de convocatoria y en los avisos que se publiquen
 en el sitio web www. .gov.co, www.méritoconstruyendoexcelencia.com.co. Es responsabilidad de los participantes conocer las reglas del proceso de selección, pues con
 su inscripción se aceptan todas las condiciones establecidas para la presente convocatoria. Los interesados deben revisar permanentemente las direcciones electrónicas señaladas.

 Los aspirantes a las vacantes provistas para San Andrés deberán contar con la tarjeta Occre. Los cargos convocados hacen parte de la planta globalizada de la , al
 momento del nombramiento en periodo de prueba o una vez cumplido éste, en cualquier tiempo podrán ser distribuidos y reubicados en las diferentes especialidades, sedes y

 dependencias de la , de acuerdo con las necesidades del servicio, en virtud de lo dispuesto en el numeral 32 del artículo 7 del Decreto Ley 262 de 2000.

 1 Artículo 216 del Decreto Ley 262 de 2000.","De conformidad con lo establecido en el artículo 11 de la Resolución 076 de 2026, CONCURSO ABIERTO DE MÉRITOS PARA la fase de inscripciones se adelantará durante doce (12) días calendario, del 01 al 12 de junio de 2026, en los siguientes horarios: desde PROVEER CARGOS DE CARRERA las 8:00 horas del primer día y hasta las 16:00 horas del último día en forma continua, a través de la sede electrónica www.méritoconstruyendoexcelencia.com.co. CONVOCATORIA No. 01 – 2026","El aviso de convocatoria se publica en el Diario el Nuevo Siglo, en las sedes de las Procuradurías Regionales/Provinciales, en el sitio web www. .gov.co y en el vínculo www.méritoconstruyendoexcelencia.com.co. A partir Versión No. 2 de la publicación de la convocatoria, toda la información de este proceso de selección de empleados, las comunicaciones y notificaciones se realizarán a través de publicaciones en el sitio web de la entidad www. .gov.co y en el vínculo www.méritoconstruyendoexcelencia.com.co",1,8
2,2,24 de marzo de 2026,Asesor,1AS - 19,,$10.403.514,2025,6.0,1,Despacho Procurador General,Direccionamiento y Planeación Institucional,PLANTA GLOBAL > Bogotá (6),"Título de formación universitaria en disciplina académica en derecho,","Un (1) año de experiencia
 ciencias políticas. profesional o docente.
 Título posgrado en áreas relacionadas con las funciones del cargo.

 Tarjeta profesional en los casos reglamentados por la ley.",,,"4. Proyectar comunicaciones, manuales, guías, instructivos, planes de acción, de participación, de gestión preventiva o de intervención y demás actos administrativos
 e instrumentos que se requieran para el cumplimiento de la competencia de la dependencia, de acuerdo con los procedimientos y lineamientos establecidos.
 5. Asesorar al jefe de la dependencia en el diseño, implementación, apropiación y uso de los observatorios electorales.

 6. Promover la estandarización de datos recibidos, reportados o capturados, el intercambio de información y el análisis de datos conforme a lineamientos establecidos
 y mejores prácticas vigentes.
 7. Planear y articular los procesos de instrucción y formación a usuarios internos y externos sobre el adecuado ejercicio de las funciones de la entidad y la dependencia

 en materia electoral conforme a los lineamientos establecidos.
 8. Participar y brindar soporte en comités institucionales e interinstitucionales, foros y eventos en materia electoral, que sean designados por el jefe, conforme a los
 procedimientos establecidos.

 9. Organizar el diseño e implementación de los proyectos del área, que garanticen el cumplimiento de las funciones de la dependencia conforme a la normatividad
 vigente y los procedimientos establecidos.
 10. Asesorar al jefe en el trámite de la vigilancia preventiva, consultas, seguimiento selectivo a la contratación estatal, sistemas de información, infraestructura

 tecnológica y ciberseguridad conforme a los procesos electorales que se desarrollen, de acuerdo con la competencia de la dependencia.","En Funciones específicas en la Auxiliar de Asuntos En Funciones En Funciones específicas En Funciones En Funciones específicas en temas
 Constitucionales específicas en la en temas de gestión específicas en preventivos y de control de gestión

 Auxiliar de Asuntos institucional en control Asuntos
 Disciplinarios interno (Oficina de Control Legislativos
 Interno)

 En Funciones específicas
 en temas de gestión

 institucional en planeación

 • Derecho Constitucional, Administrativo, • Derecho • Derecho administrativo. • Derecho • Derecho Constitucional, Penal, Civil y

 Probatorio, Penal y Procesal. Constitucional, • Gerencia pública. Constitucional, Administrativo.
 • Legislación laboral y de familia. Administrativo, • Gestión pública y Administrativo, • Derechos Humanos y Derecho
 funcionamiento del Estado. Disciplinario, Internacional Humanitario.
 • Tratados internacionales que hacen parte del Disciplinario y • Planeación estratégica. Probatorio y • Planeación estratégica.

 bloque de constitucionalidad. Probatorio. • Procesos de auditoría. Penal. • Formulación y evaluación de proyectos.
 • Formulación y evaluación de políticas públicas. • Contratación • Formulación y evaluación de • Derechos • Legislación Étnica.
 • Derechos Humanos y Derecho Internacional estatal. programas y proyectos. Humanos y • Gestión social, discapacidad o inclusión.

 Humanitario. • Estatuto • Contratación estatal. Derecho • Gestión pública y territorial.
 • Jurisprudencia de las cortes. Anticorrupción. • Normatividad en contratos Internacional • Políticas y finanzas públicas.
 • Estatuto Anticorrupción. • Conocimientos de concesión y asociación Humanitario. • Contratación estatal.

 • Conocimientos específicos del área disciplinar. específicos del pública privada. • Convenios y • Legislación sobre servicios públicos.
 área disciplinar. • Presupuesto público. tratados
 • Conocimientos específicos del área
 • Administración del riesgo. internacionales.
 disciplinar.
 • Sistemas Integrados de • Formulación y
 Gestión. evaluación de
 • Conocimientos específicos políticas
 del área disciplinar. públicas.
 • Interpretación y

 argumentación
 jurídica.
 • Jurisprudencia

 relacionada con
 la misión de la

 General de la
 Nación.
 Conocimientos

 específicos del
 área disciplinar.
 Específicos en Específicos en Específicos en Funciones específicas en temas electorales
 Funciones específicas Funciones específicas

 en temas de relaciones en temas de ejecución
 institucionales, de recursos de
 internacionales y de cooperación o crédito

 cooperación
 • Derecho Constitucional • Derecho • Derecho Constitucional, Administrativo, Penal, Civil, Electoral, Probatorio, Procesal.

 y Administrativo. Constitucional y • Derechos Humanos y Derecho Internacional Humanitario.
 • Formulación y Administrativo. • Cooperación internacional.
 evaluación de políticas • Formulación y • Legislación tributaria, cambiaria y financiera.

 públicas. evaluación de • Contratación estatal.
 • Gestión pública y políticas públicas. • Legislación sobre servicios públicos.
 funcionamiento del • Gestión pública y • Responsabilidad contractual y extracontractual del Estado.

 Estado. funcionamiento del
 • Estatuto Anticorrupción.
 • Planeación estratégica. Estado.
 • Planeación estratégica.
 • Cooperación • Planeación Conocimientos específicos del área disciplinar.
 internacional. estratégica.
 • Conocimientos • Presupuesto
 específicos del área público.
 disciplinar. • Cooperación
 internacional.

 • Conocimientos
 específicos del área

 disciplinar.
 •","• Herramientas ofimáticas.
 • Atención al usuario.

 • Elaboración de documentos de oficina.
 • Estructura y funciones de la .

 • Sistemas de gestión.
 • Gestión documental.
 • Gestión pública y funcionamiento del Estado.","Transversales Por Perfil del Cargo

 • INVESTIGACIÓN NIVEL B
 • RESPONSABILIDAD CON LA ORGANIZACIÓN NIVEL B • PENSAMIENTO CONCEPTUAL NIVEL A

 • ORGANIZACIÓN DEL TRABAJO NIVEL B • ORIENTACIÓN A RESULTADOS NIVEL A
 • CUMPLIMIENTO DE PARÁMETROS DE TRABAJO NIVEL B

 • CREATIVIDAD E INNOVACIÓN NIVEL C
 Nota: Se debe consultar el Diccionario de Competencias Comportamentales, disponible en la página web de la Entidad.","Con base en la documentación aportada, el Dentro de los dos (2) días hábiles siguientes a la publicación de la lista, los
 jefe de la Oficina de Selección y Carrera aspirantes no admitidos podrán presentar reclamaciones motivadas ante
 firmará la lista de admitidos y no admitidos al el jefe de la Oficina de Selección y Carrera, de acuerdo con lo establecido

 concurso, indicando en este último caso las B. en el artículo 202 del Decreto Ley 262 de 2000.
 causales por las cuales no se reúnen los Reclamaciones

 A. Lista de Admitidos y No Admitidos: requisitos exigidos. Dicha lista se publicará en contra la lista Contra la decisión del jefe de la Oficina procede recurso de apelación que
 el sitio web del concurso. de admitidos y deberá presentarse debidamente sustentado, a más tardar el día hábil
 no admitidos siguiente a la fecha en que termine la publicación, para ser resuelto por la

 Las listas se publicarán en el sitio web Comisión de Carrera. Las reclamaciones y apelaciones deben ser
 www. .gov.co, en el vínculo formuladas a través del aplicativo web dispuesto para tal fin.
 www.méritoconstruyendoexcelencia.com.co,
 y mediante un aviso fijado en los sitios de SI LA RECLAMACIÓN ES PRESENTADA EN FORMA EXTEMPORÁNEA
 acceso en todas las sedes de la SERÁ RECHAZADA.

 .

 La fecha de publicación de la Lista de

 Admitidos y No Admitidos se informará
 oportunamente mediante aviso en el sitio web
 www. .gov.co y en el vínculo

 www.méritoconstruyendoexcelencia.com.co","Las pruebas tendrán como finalidad evaluar las competencias laborales definidas por la , así como, las aptitudes, habilidades, conocimientos y
 experiencia para determinar que las condiciones de los aspirantes correspondan con la naturaleza y el perfil de los empleos a proveer, de acuerdo con lo previsto en el Manual
 Específicos de Funciones y Requisitos por Competencias Laborales.

 Las pruebas que serán aplicadas en el presente proceso de selección, así como su carácter, puntaje mínimo aprobatorio y peso porcentual se encuentran definidas en el artículo 18 y
 siguientes de la Resolución que convoca el presente concurso de 2026.

 Tipo de Prueba Tipo de Prueba Tipo de Prueba Tipo de Prueba

 El puntaje mínimo aprobatorio para
 Conocimientos Eliminatoria esta prueba es de sesenta y cinco (65) 70%

 puntos sobre cien (100) puntos.

 20%
 Competencias Comportamentales Clasificatoria No aplica
 10%
 Análisis de Antecedentes Clasificatoria No aplica
 100%

 Total Solo los concursantes que
 obtengan un puntaje final total
 igual o superior a 70%

 integrarán la lista de elegibles2

 2 Artículo 216 del Decreto Ley 262 de 2000.","Este concurso abierto de méritos se rige por las disposiciones contenidas en la Resolución que da apertura al proceso, en este formato de convocatoria y en los avisos que se publiquen
 en el sitio web www. .gov.co, www.méritoconstruyendoexcelencia.com.co. Es responsabilidad de los participantes conocer las reglas del proceso de selección, pues con
 su inscripción se aceptan todas las condiciones establecidas para la presente convocatoria. Los interesados deben revisar permanentemente las direcciones electrónicas señaladas.

 Los aspirantes a las vacantes provistas para San Andrés deberán contar con la tarjeta Occre. Los cargos convocados hacen parte de la planta globalizada de la , al momento
 del nombramiento en periodo de prueba o una vez cumplido éste, en cualquier tiempo podrán ser distribuidos y reubicados en las diferentes especialidades, sedes y dependencias de
 la , de acuerdo con las necesidades del servicio, en virtud de lo dispuesto en el numeral 32 del artículo 7 del Decreto Ley 262 de 2000.","De conformidad con lo establecido en el artículo 11 de la Resolución 076 de 2026, la CONCURSO ABIERTO DE MÉRITOS fase de inscripciones se adelantará durante doce (12) días calendario, del 01 al 12 de junio de 2026, en los siguientes horarios: desde las 8:00 PARA PROVEER CARGOS DE horas del primer día y hasta las 16:00 horas del último día en forma continua, a través de la sede electrónica CARRERA www.méritoconstruyendoexcelencia.com.co.","El aviso de convocatoria se publica en el Diario el Nuevo Siglo, en las sedes de las Procuradurías CONVOCATORIA No. 02 – 2026 Regionales/Provinciales, en el sitio web www. .gov.co y en el vínculo www.méritoconstruyendoexcelencia.com.co. A partir de la publicación de la convocatoria, toda la información de este proceso de selección de empleados, las comunicaciones y notificaciones se Versión No. 2 realizarán a través de publicaciones en el sitio web de la entidad www. .gov.co y en el vínculo www.méritoconstruyendoexcelencia.com.co",9,20
